id,jp,zh,status,attr,src,ctl,note
ui/ui/event/uil_event_infowindow.xml#701,解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文解説文,解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文解说文,translated,text,f7999e1b51,br=0 nl=0,src-longest-line=66
ui/ui/event/uil_event_yume.xml#925,名前,名称,translated,text,d54d12f95c,br=0 nl=0,
ui/ui/event/uil_event_yume.xml#1031,メッセージウィンドウのテスト文字列８９０<CR>二行目<CR>三行目,消息窗口测试文本８９０<CR>第二行<CR>第三行,translated,text,734d30ad7e,<CR> <CR> br=0 nl=0,keep-tags <CR>; src-longest-line=34
ui/ui/eventsystem/uil_drum.xml#2807,希望する時刻をセットしてください。,请设定希望的时间。,translated,text,914267c8e2,br=0 nl=0,
ui/ui/eventsystem/uil_itemresult.xml#465,メニュー,菜单,translated,text,8f99b5f7c5,br=0 nl=0,
ui/ui/help/uil_help_window_yome.xml#1133,ヘルプの詳細タイトル,帮助详情标题,translated,text,87a71106a0,br=0 nl=0,
ui/ui/help/uil_help_window_yome.xml#1613,ヘルプの詳細,帮助详情,translated,text,0ada9755e4,br=0 nl=0,
ui/ui/help/uil_help_window_yume.xml#1115,ヘルプの詳細タイトル,帮助详情标题,translated,text,87a71106a0,br=0 nl=0,
ui/ui/help/uil_help_window_yume.xml#1604,ヘルプの詳細,帮助详情,translated,text,0ada9755e4,br=0 nl=0,
ui/ui/help/uil_help_window_yume.xml#2579,以下のリンクから遊び方や操作方法を確認できます。<CR>スマートフォン・PCなどからご利用ください。,可通过以下链接查看玩法与操作方法。<CR>请使用智能手机、电脑等设备访问。,translated,text,ea3f8f1f8e,<CR> br=0 nl=0,keep-tags <CR>; src-longest-line=50
ui/ui/help/uil_help_window_yume.xml#3122,閉じる,关闭,translated,text,3da5c18551,br=0 nl=0,
ui/ui/sharl/uil_account_search.xml#386,■ユーザー検索,■搜索用户,translated,text,1fda074fd1,br=0 nl=0,
ui/ui/sharl/uil_account_search.xml#524,下記に検索したい文字列を入力して「決」を押してください。\n必要ない項目は空欄のままにしてください。,请在下方输入要搜索的文本并按“确”。\n不需要的项目请留空。,translated,text,127c628a1c,br=0 nl=0,src-longest-line=50
ui/ui/sharl/uil_account_search.xml#690,オンラインID,在线ID,translated,text,0a27d933a9,br=0 nl=0,
ui/ui/sharl/uil_account_search.xml#1053,ユーザー名,用户名,translated,text,7d25d9bcaa,br=0 nl=0,
ui/ui/sharl/uil_account_search.xml#1417,ひとことメッセージ,一句话留言,translated,text,a0f846170a,br=0 nl=0,
ui/ui/sharl/uil_account_search.xml#1789,プロフィール文,个人简介,translated,text,ab42a31b6d,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#348,■アクティビティ,■近期动态,translated,text,f327f65060,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#487,あなたのプレイに関する情報です。,关于你的游玩信息。,translated,text,2ae69970c9,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#591,■総プレイ時間,■总游玩时间,translated,text,094d2ed630,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#679,通算アースタイム,累计地球时间,translated,text,95f8b4d8d3,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#871,時間,时间,translated,text,09558b2cc6,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#1052,分,分,translated,text,0d7416e2e2,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#1232,秒,秒,translated,text,eb6aaba1a1,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#1300,通算シェルタイム,累计榭鲁时间,translated,text,b00ad3460e,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#1490,時間,时间,translated,text,09558b2cc6,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#1669,分,分,translated,text,0d7416e2e2,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#1849,秒,秒,translated,text,eb6aaba1a1,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#1958,■マイクロクエーサー充填状況,■微类星体充能情况,translated,text,0886f6afaa,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#2066,総エネルギー送信量,总能量传送量,translated,text,98f783a300,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#2338,総エネルギー送信回数,总能量传送次数,translated,text,a43f479917,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#2533,回,次,translated,text,5b722ab415,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#2636,■シャール所有関連情報,■夏尔拥有相关信息,translated,text,3e06385d24,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#2728,シャール無料券の所有数,夏尔免费券拥有数,translated,text,ff3a15265c,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#2903,枚,张,translated,text,b74eb414e6,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#2971,現在のシャール保持数,当前持有夏尔数,translated,text,6b27050cce,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#3146,体,只,translated,text,d37fc6a5eb,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#3239,(巣:,(巢穴:,translated,text,36a23be5b4,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#3408,体 / 総:,只 / 总计:,translated,text,b05fc99c87,br=0 nl=0,
ui/ui/sharl/uil_activity.xml#3578,体),只),translated,text,ba5ba4f60d,br=0 nl=0,
ui/ui/sharl/uil_ban_list.xml#498,ニックネーム１２,昵称１２,translated,text,3b7cc7f00f,br=0 nl=0,
ui/ui/sharl/uil_ban_list.xml#730,１２３４５６７８９０あいうえおかきくけこ,１２３４５６７８９０示例文字示例文字示,translated,text,eaf98285dc,br=0 nl=0,
ui/ui/sharl/uil_ban_list.xml#1267,禁止中,封禁中,translated,text,6e27eab378,br=0 nl=0,
ui/ui/sharl/uil_chain.xml#289,■新着Topics,■新到动态,translated,text,5941827249,br=0 nl=0,
ui/ui/sharl/uil_chain.xml#582,シャールがレベルアップしました！,夏尔升级了！,translated,text,752168dbb7,br=0 nl=0,
ui/ui/sharl/uil_chain.xml#811,新しいスキルが習得可能になりました！,可以习得新技能了！,translated,text,475a145dcd,br=0 nl=0,
ui/ui/sharl/uil_chain.xml#1037,マイクロクエーサーでボーナス中！！,微类星体奖励进行中！！,translated,text,10e7ce3136,br=0 nl=0,
ui/ui/sharl/uil_chainlog.xml#465,ニックネーム１２,昵称１２,translated,text,3b7cc7f00f,br=0 nl=0,
ui/ui/sharl/uil_chainlog.xml#666,１２３４５６７８９０あいうえおかきくけこ,１２３４５６７８９０示例文字示例文字示,translated,text,eaf98285dc,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#654,名称,名称,translated,text,1be7ae4fc2,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#760,必要HymP,所需HymP,translated,text,73ac85bf35,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1011,■開放条件,■开放条件,translated,text,5229df9108,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1068,1.シャールレベルが,1.夏尔等级达到,translated,text,de2ddc61bd,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1206,以上。,以上。,translated,text,09ad1f2169,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1263,2.このシャールのエネルギー,2.该夏尔的能量,translated,text,c773a0b924,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1327,送信量が,传送量达到,translated,text,408445064e,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1467,mag.以上。,mag.以上。,translated,text,70f2fe4983,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1770,■装備可種族,■可装备种族,translated,text,338f7dde31,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#1968,妖,妖,translated,text,f5eabe7d0e,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#2185,魚,鱼,translated,text,32cac33e27,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#2402,鳥,鸟,translated,text,716ea3c57c,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#2563,■現在状況,■当前状况,translated,text,08566edf09,br=0 nl=0,
ui/ui/sharl/uil_costume_info.xml#2631,成立,成立,translated,text,d498662a83,br=0 nl=0,
ui/ui/sharl/uil_delete_info.xml#393,■メールの削除,■删除邮件,translated,text,ccc6d937b8,br=0 nl=0,
ui/ui/sharl/uil_delete_info.xml#531,削除したいメールボックスを右メニューから選択して下さい。\n『全メール削除』は全てのメールボックスを空にします。,请从右侧菜单选择要删除的邮箱。\n‘删除全部邮件’会清空所有邮箱。,translated,text,a19f692696,br=0 nl=0,src-longest-line=56
ui/ui/sharl/uil_delete_mail_list.xml#504,ニックネーム１２,昵称１２,translated,text,3b7cc7f00f,br=0 nl=0,
ui/ui/sharl/uil_delete_mail_list.xml#736,１２３４５６７８９０あいうえおかきくけこ,１２３４５６７８９０示例文字示例文字示,translated,text,eaf98285dc,br=0 nl=0,
ui/ui/sharl/uil_event_7d.xml#395,■WEB-TV『７次元通信』,■网络电视‘7次元通信’,translated,text,f286d4b44c,br=0 nl=0,
ui/ui/sharl/uil_event_7d.xml#682,７次元の狭間を駆け抜けて皆さんとイオンたちや開発スタッフとのコミュニケーションの場が登場！　７つの次元を越えたWEB-TVで、イオンたちに投稿して交流しよう！\n\n投稿するには『７通投稿フォーム』をタップしてね。,跨越7次元的缝隙，连接大家与依恩等人及开发团队的交流平台登场！在跨越7个维度的网络电视中，向依恩等人投稿交流吧！\n\n若要投稿请点击‘7通投稿表单’。,translated,text,adbbd54e83,br=0 nl=0,src-longest-line=107
ui/ui/sharl/uil_event_7d.xml#1040,視聴する,收看,translated,text,4bc7f475a1,br=0 nl=0,
ui/ui/sharl/uil_event_7dform.xml#395,■『７次元通信』へ投稿する,■向‘7次元通信’投稿,translated,text,ae2fd4c39c,br=0 nl=0,
ui/ui/sharl/uil_event_7dform.xml#548,『７次元通信』は、皆さんと、７次元向こうで生活している\nイオン達との架け橋となる、WEB上の投稿番組です。\nキャラ達へのおたよりを、ここから投稿しちゃおう！,‘7次元通信’是连接大家与生活在7次元彼端的\n依恩等人的桥梁网络投稿节目。\n快从这里向角色们发送来信吧！,translated,text,564cf4752a,br=0 nl=0,src-longest-line=80
ui/ui/sharl/uil_event_7dform.xml#761,件名,主题,translated,text,3129c30ec5,br=0 nl=0,
ui/ui/sharl/uil_event_7dform.xml#827,件名,主题,translated,title,3129c30ec5,br=0 nl=0,
ui/ui/sharl/uil_event_7dform.xml#922,『７次元通信』への投稿,向‘7次元通信’投稿,translated,text,ae80c9cfea,br=0 nl=0,
ui/ui/sharl/uil_event_7dform.xml#1032,本文,正文,translated,text,35f496a304,br=0 nl=0,
ui/ui/sharl/uil_event_7dform.xml#1099,メッセージ,消息,translated,title,6640e4a392,br=0 nl=0,
ui/ui/sharl/uil_event_7dform.xml#1234,メッセージを入力する場合は\nタップしてください,若要输入消息\n请点击此处,translated,text,bb9e19cd51,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#509,■現在開催中の４択,■当前举办中的四选一,translated,text,57723a5c5d,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#671,【開催中！】開催期間：,【举办中！】活动时间：,translated,text,cf008a2d7a,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#758,0000年00月00日　～　0000年00月00日,0000年00月00日　～　0000年00月00日,translated,text,87afd7abbe,br=0 nl=0,src-longest-line=25
ui/ui/sharl/uil_event_vote.xml#867,【終了】開催期間：,【已结束】活动时间：,translated,text,a72cd0ebd0,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#953,0000年00月00日　～　0000年00月00日,0000年00月00日　～　0000年00月00日,translated,text,87afd7abbe,br=0 nl=0,src-longest-line=25
ui/ui/sharl/uil_event_vote.xml#1847,【７通】この後どうなったでしょう！？,【7通】在这之后会发生什么呢！？,translated,text,80d8131fad,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#1976,７次元通信でお料理している3人のその後について、\n番組を観て「これだ！」と思うものに応募してください！\nWEB放送「7次元通信」はここをタップして見てね！,关于在7次元通信中做料理的3人后续发展，\n请观看节目并在认为“就是这个！”的选项上应征！\n网络节目“7次元通信”请点击这里观看！,translated,text,3613943d18,br=0 nl=0,src-longest-line=79
ui/ui/sharl/uil_event_vote.xml#2260,■ シャール『ハーヴェスターシャ』の応募状況 ■,■ 夏尔‘哈维斯塔夏’应征情况 ■,translated,text,e9b84d4594,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#5143,このシャールの現在総応募回数：,该夏尔当前总应征次数：,translated,text,93dd84763b,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#5366,回,次,translated,text,5b722ab415,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#5529,■ ４択応募フォーム ■,■ 四选一应征表单 ■,translated,text,a21f79e409,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#5715,このイベントは終了しました。\n\n結果発表までお待ち下さい。,本活动已结束。\n\n请等待结果揭晓。,translated,text,f11c6d8e6d,br=0 nl=0,src-longest-line=31
ui/ui/sharl/uil_event_vote.xml#5916,■ この４択の結果 ■,■ 本次四选一的结果 ■,translated,text,77dc04dc3e,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#6499,【ハーヴェスターシャ】の回答,【哈维斯塔夏】的回答,translated,text,7e6a71a6d3,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#6625,C:頭の上に目玉焼きが載った,C:煎蛋扣在了头上,translated,text,2ad83c19ec,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#7120,この問題のこたえ,本题的答案,translated,text,0b9458488d,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#7240,C:頭の上に目玉焼きが載った,C:煎蛋扣在了头上,translated,text,2ad83c19ec,br=0 nl=0,
ui/ui/sharl/uil_event_vote.xml#7656,正解！,回答正确！,translated,text,c545086e7c,br=0 nl=0,
